category,control,priority
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM policies should not allow full '*' administrative privileges,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,IAM roles should not have any assume role policies attached,p2
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,Ensure managed IAM policies should not allow blocked actions on KMS keys,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
IAM,IAM custom policy should not have overly permissive STS role assumption,p3
